"year","District","GOP_win","DEM_act","GOP_act","D","R","total_votes","FEC_ID_DEM","FIRST_NAME_DEM","LAST_NAME_DEM","INCUMBENT_IND_DEM","FEC_ID_GOP","FIRST_NAME_GOP","LAST_NAME_GOP","INCUMBENT_IND_GOP","DEM_PRED","GOP_PRED","PRED_DIFF","white_prct","black_prct","asian_prct","hispanic_prct","under35_prct","b35to50_prct","b50to65_prct","over65_prct","median_age","veterans_prct","lfpr","unemployment_rate","poverty_rate","assistance_rate","college_educated_prct","owner_occupied_prct","renter_occupied_prct","family_hh_prct","nonfamily_hh_prct","ppsm","highlydense_prct","dense_prct","spread_prct","highlyspread_prct","sparse_prct","DEM_IND","GOP_IND","LBT_IND","GRN_IND","IND_IND","LEAN_1","GOP_GB","DEM_GB","GB_DIFF","TOTAL_RECEIPTS_DEM","TOTAL_DISBURSEMENTS_DEM","COH_DEM","INDIVIDUAL_CONTRIBUTIONS_DEM","PARTY_CONTRIBUTIONS_DEM","INDIVIDUAL_REFUNDS_DEM","TOTAL_RECEIPTS_GOP","TOTAL_DISBURSEMENTS_GOP","COH_GOP","INDIVIDUAL_CONTRIBUTIONS_GOP","PARTY_CONTRIBUTIONS_GOP","INDIVIDUAL_REFUNDS_GOP"
2010,"AZ-02",1,31.06,64.88,82891,173173,266894,"H6AZ02155","John","Thrasher",0,"H4AZ04024","Trent","Franks",1,26.7,70.11,43.41,0.845,0.039,0.0218928571428578,0.212,0.258214285714285,0.245726190476189,0.253523809523809,0.242845238095239,1,0.148964285714283,0.563,0.120999999999997,0.10588095238095,0.0236785714285712,0.210428571428573,0.695,0.305,0.688,0.312,3655,0.572,0.2,0.061,0.0987499999999981,0.076,1,1,1,0,0,30.53,51.6,44.8,6.8,22020.76,22020.76,0,19176.89,0,0,965568.88,1029036.85,15657.54,758774.91,100,0
2010,"AZ-03",1,41.14,52.24,85610,108689,208071,"H0AZ03305","Jon","Hulburd",0,"H0AZ03362","Ben","Quayle",0,45.31,45.44,0.129999999999995,0.849,0.035,0.0349166666666672,0.181547619047621,0.297,0.296833333333331,0.259,0.13832142857143,1,0.0980357142857127,0.682,0.107428571428567,0.123595238095234,0.0236309523809519,0.32521428571429,0.637,0.363,0.63,0.37,1,0.789,0.125,0.036,0.037,0.013,1,1,1,1,0,22.45,51.6,44.8,6.8,1670024.12,1647489.95,22534.17,1038251.49,10000,2200,2653070.2,2645463.16,7607.04,2332931,221.88,30216.67
2010,"AZ-04",0,66.94,27.53,61524,25300,91907,"H2AZ02055","Ed","Pastor",1,"H0AZ04493","Janet","Contreras",0,60.78,34.68,-26.1,0.69,0.094,0.023,0.637,0.414,0.305321428571428,0.189273809523811,0.0886666666666676,1,0.0574404761904757,0.578928571428573,0.164714285714279,0.376726190476184,0.0398095238095233,0.133285714285718,0.473,0.527,0.648,0.352,1,0.896,0.077,0.016,0.01,0,1,1,1,1,0,-26.03,51.6,44.8,6.8,1014290.67,1092555.25,1391936.29,384952.28,0,2075,82895.64,82858.12,37.52,52760.64,0,0
2010,"AZ-05",1,43.23,52,91749,110374,212250,"H6AZ05067","Harry","Mitchell",1,"H4AZ06045","David","Schweikert",0,44.16,44.35,0.190000000000005,0.839857142857136,0.042,0.0426071428571437,0.173,0.347,0.257142857142856,0.243,0.15009523809524,1,0.0923809523809505,0.680119047619048,0.0935238095238073,0.0982380952380932,0.019,0.412595238095243,0.605,0.395,0.580845238095237,0.419154761904763,1,0.744,0.162,0.046,0.037,0.011,1,1,1,0,0,12.35,51.6,44.8,6.8,2174509,2308400.3,72.67,1367975.54,5967.43,4740,1732731.48,1721363.62,16083.33,1067174.85,8581,2400
2010,"AZ-06",1,29.12,66.42,72615,165649,249383,"H8AZ06053","Rebecca","Schneider",0,"H0AZ01184","Jeff","Flake",1,26.14,69.32,43.18,0.839,0.034,0.0373571428571432,0.208,0.300845238095238,0.287059523809522,0.228,0.182892857142861,1,0.116726190476188,0.642,0.100583333333331,0.083,0.019,0.275714285714288,0.694,0.306,0.715,0.285,4727,0.771,0.149,0.04,0.03,0.01,1,1,1,1,0,30.53,51.6,44.8,6.8,0,0,0,0,0,0,538758.2,774230.95,627851.61,495242.98,0,30
2010,"AZ-07",0,50.23,44.23,79935,70385,159144,"H2AZ07070","Raúl M.","Grijalva",1,"H0AZ07017","Ruth","McClung",0,40.28,38.63,-1.65,0.728,0.044,0.017,0.548333333333336,0.368,0.26415476190476,0.215,0.143380952380955,1,0.0976785714285704,0.598,0.164321428571419,0.188,0.0423452380952369,0.149130952380954,0.634,0.366,0.7,0.3,4012,0.572,0.165,0.086,0.07,0.110642857142857,1,1,1,0,1,-7.85,51.6,44.8,6.8,1470861.03,1463648.18,30271.77,890107.36,676.35,4490,732607.51,684747.7,48223.15,678328.5,0,2450
2010,"AZ-08",0,48.76,47.3,138280,134124,283578,"H6AZ08038","Gabrielle","Giffords",1,"H0AZ08015","Jesse","Kelly",0,45.75,46.94,1.19,0.836,0.036,0.029,0.221333333333335,0.273392857142856,0.225892857142856,0.275726190476189,0.224059523809528,1,0.152226190476189,0.585499999999999,0.101749999999996,0.091,0.0272023809523803,0.325130952380954,0.672,0.328,0.629,0.371,2946,0.468,0.212,0.118,0.109,0.094,1,1,1,0,0,13.42,51.6,44.8,6.8,3504409.93,3888405.81,285501.24,2286026.49,920.49,11091,1692503.57,1653552.57,38951,1468710.38,6000,4020.14
2010,"CA-01",0,62.79,31.03,147307,72803,234592,"H8CA01109","Mike","Thompson",1,"H0CA01148","Loren","Hanks",0,60.32,35.14,-25.18,0.767,0.018,0.0583452380952387,0.233464285714287,0.327999999999999,0.235,0.274392857142856,0.162678571428575,1,0.0997499999999993,0.609,0.129916666666665,0.12213095238095,0.034,0.274309523809526,0.574,0.426,0.626,0.374,3722,0.493,0.135,0.08,0.133,0.158,1,1,1,1,0,-27.39,51.6,44.8,6.8,1912475.17,1901459.62,1122855.02,930572.53,100,10065,114869.11,109276.65,5591.37,107047.68,2036.43,500
2010,"CA-02",1,42.85,57.15,98092,130837,228940,"H0CA02138","Jim","Reed",0,"H6CA02010","Wally","Herger",1,32.3,67.03,34.73,0.817,0.014,0.04177380952381,0.183500000000002,0.300857142857143,0.231,0.276892857142855,0.190011904761908,39.1,0.123083333333331,0.571,0.17471428571428,0.129,0.046,0.191440476190479,0.613,0.387,0.659,0.341,2504,0.37,0.172,0.082,0.132,0.244,1,1,0,0,0,19.54,51.6,44.8,6.8,155353.75,153434.67,1919.08,56035.11,500,0,1010414.59,863128.49,417395.56,317819.37,49.5,100
2010,"CA-03",1,43.19,50.08,113128,131169,261938,"H0CA03078","Ami","Bera",0,"H6CA34112","Dan","Lungren",1,39.48,46.3,6.82,0.698,0.062,0.103952380952383,0.153678571428573,0.286761904761904,0.277,0.263,0.162107142857144,1,0.115797619047617,0.625,0.158249999999995,0.087,0.0479166666666657,0.287178571428573,0.663,0.337,0.697,0.303,5084,0.732,0.079,0.025,0.079,0.085,1,1,1,0,0,7.3,51.6,44.8,6.8,2942764.14,2935828.38,6935.76,2026150.95,924.13,7546,2025541.46,1974501.49,75330.98,1010136.71,0,1250
2010,"CA-04",1,31.44,61.27,95653,186397,304229,"H0CA04134","Clint","Curtis",0,"H8CA04152","Tom","McClintock",1,39.57,58.42,18.85,0.854,0.014,0.041238095238096,0.117011904761906,0.241,0.254,0.304999999999999,0.188547619047624,1,0.128345238095235,0.598,0.147535714285709,0.0829999999999984,0.0336428571428564,0.282476190476194,0.718,0.282,0.69,0.31,2193,0.315,0.231,0.115,0.223,0.116,1,1,0,1,0,17.5,51.6,44.8,6.8,32176,24671.68,0,14026,5350,0,1871673.55,1703386.7,307364.34,1726051.25,80,21635
2010,"CA-05",0,72.05,25.28,124220,43577,172410,"H6CA05195","Doris","Matsui",1,"H8CA05159","Paul A.","Smith",0,68.33,31.01,-37.32,0.553178571428564,0.136,0.171,0.269154761904763,0.374226190476189,0.255,0.231,0.135011904761906,1,0.0856666666666648,0.629,0.192345238095232,0.186,0.0885476190476169,0.229642857142862,0.484,0.516,0.608,0.392,1,0.913690476190477,0.056,0.011,0.008,0,1,1,0,0,0,-35.56,51.6,44.8,6.8,835400.43,842505.42,146783.29,265998.6,0,2150,23941.29,24334.3,0,12032.46,0,194.15
2010,"CA-06",0,65.94,29.62,172216,77361,261152,"H2CA01045","Lynn C.","Woolsey",1,"H0CA06097","Jim","Judd",0,66.82,29.99,-36.83,0.820940476190472,0.022,0.048,0.208083333333335,0.262297619047618,0.269333333333331,0.299833333333331,0.169666666666672,1,0.0928809523809493,0.660309523809524,0.113249999999997,0.0807023809523786,0.0256666666666661,0.386047619047622,0.603,0.397,0.623,0.377,5605,0.634,0.157,0.069,0.105,0.035,1,1,1,0,0,-47.8,51.6,44.8,6.8,846466.17,898626.51,58695.98,529630.76,0,10,151842.86,151842.86,0,140516.09,1500,3600
2010,"CA-07",0,68.25,31.75,122118,56798,178916,"H6CA07043","George","Miller",1,"H0CA07103","Rick","Tubbs",0,65.99,33.35,-32.64,0.578476190476181,0.153345238095236,0.14579761904762,0.283845238095241,0.311,0.272,0.265,0.136702380952382,1,0.090571428571427,0.654,0.155607142857136,0.13689285714285,0.0433214285714274,0.239142857142859,0.6,0.4,0.684130952380954,0.315869047619046,1,0.834,0.089,0.031,0.041,0.005,1,1,0,0,0,-38.15,51.6,44.8,6.8,972502.15,1008838.16,347850.61,392348.26,0,200,130514.55,130514.55,0,96012.85,0,220
2010,"CA-08",0,80.07,15.15,167957,31771,209756,"H8CA05035","Nancy","Pelosi",1,"H0CA08069","John","Dennis",0,73.33,23.48,-49.85,0.534249999999995,0.0692380952380947,0.307726190476191,0.166,0.36,0.284333333333333,0.208,0.143238095238098,38.9,0.0439285714285709,0.691071428571431,0.0986071428571389,0.104773809523808,0.0341785714285705,0.4877380952381,0.387,0.613,0.427,0.573,1,0.992,0.007,0,0.001,0,1,1,1,0,0,-67.96,51.6,44.8,6.8,2597318.64,2762400.22,150630.52,1035867.42,2500,4880,2438013.43,2311477.24,126536.19,2370536.21,0,5035.12
2010,"CA-09",0,84.27,10.77,180400,23054,214085,"H8CA09060","Barbara","Lee",1,"H0CA09075","Gerald","Hashimoto",0,77.85,17.61,-60.24,0.507095238095232,0.208285714285712,0.182,0.221,0.355,0.266,0.241904761904761,0.135059523809526,1,0.0559047619047606,0.643523809523811,0.140238095238089,0.157999999999996,0.0531904761904753,0.409250000000011,0.472,0.528,0.55,0.45,1,0.95,0.037,0.003,0.007,0.003,1,1,1,1,0,-72.29,51.6,44.8,6.8,1156048.78,1156304.13,26356.55,704362.36,0,7675,0,0,0,0,0,0
2010,"CA-10",0,58.84,37.86,137578,88512,233806,"H0CA10149","John","Garamendi",1,"H0CA10180","Gary","Clift",0,58.27,39.72,-18.55,0.687869047619042,0.076,0.12484523809524,0.218,0.277,0.292119047619045,0.263,0.16044047619048,1,0.0882261904761892,0.659,0.116345238095233,0.0759999999999978,0.026,0.380404761904767,0.669,0.331,0.712,0.288,5407,0.698,0.171,0.063,0.046,0.022,1,1,0,1,0,-25.35,51.6,44.8,6.8,1764504.06,1714971.13,49382.93,1116120.33,315.64,450,53250,53249,0,14040,999,0
2010,"CA-11",0,47.97,46.86,115361,112703,240503,"H4CA11081","Jerry","McNerney",1,"H0CA10123","David","Harmer",0,44.11,45.19,1.08,0.708619047619035,0.047,0.127976190476197,0.256630952380953,0.281,0.310476190476189,0.257,0.147059523809526,1,0.0827857142857127,0.657761904761903,0.144083333333327,0.075,0.0402142857142853,0.319416666666671,0.659,0.341,0.748154761904763,0.251845238095237,4853,0.675,0.159,0.054,0.071,0.042,1,1,0,0,0,-2.9,51.6,44.8,6.8,3209478.03,3098636.5,243581.78,1962999.51,3224.41,14297,2931475.07,2858560.6,71569.37,2276734.55,5150,11550
2010,"CA-12",0,75.58,22.11,152044,44475,201162,"H8CA12171","Jackie","Speier",1,"H8CA12148","Mike","Moloney",0,66.39,30.42,-35.97,0.538726190476183,0.022,0.332880952380956,0.185,0.277,0.286166666666666,0.271976190476188,0.168523809523812,40.8,0.0583214285714275,0.681,0.0958928571428554,0.0474999999999985,0.014,0.421023809523817,0.625,0.375,0.663,0.337,1,0.917,0.057,0.022,0.003,0,1,1,1,0,0,-43.72,51.6,44.8,6.8,1060952.74,772791.25,959278.92,643207.58,9.49,9104.55,0,0,0,0,0,0
2010,"CA-13",0,71.95,27.73,118278,45575,164378,"H6CA09023","Fortney Pete","Stark",1,"H0CA13101","Forest","Baker",0,67.21,32.13,-35.08,0.408511904761902,0.0774642857142847,0.346035714285716,0.25,0.303,0.30340476190476,0.251,0.13811904761905,1,0.0613214285714268,0.672,0.126928571428564,0.0830119047619018,0.039,0.342892857142864,0.605,0.395,0.735,0.265,1,0.918,0.04,0.014,0.025,0.002,1,1,0,0,0,-43.72,51.6,44.8,6.8,487385.12,371118.55,535004.47,44419.83,0,-615.01,0,0,0,0,0,0
2010,"CA-14",0,69.09,27.83,151217,60917,218869,"H8CA12098","Anna G.","Eshoo",1,"H0CA14075","Dave","Chapman",0,64.76,32.05,-32.71,0.697178571428562,0.025,0.200952380952385,0.215857142857142,0.285345238095239,0.29488095238095,0.258238095238094,0.162107142857145,1,0.0694047619047602,0.671,0.095785714285709,0.05,0.016,0.550821428571432,0.596,0.404,0.667,0.333,1,0.783,0.078,0.044,0.063,0.032,1,1,1,0,0,-41.68,51.6,44.8,6.8,1464392.73,1395749.44,513279.86,687662.37,104.77,10100,0,0,0,0,0,0
2010,"CA-15",0,67.6,32.4,126147,60468,186615,"H0CA15148","Mike","Honda",1,"H0CA15205","Scott","Kirkland",0,64.02,35.33,-28.69,0.511333333333326,0.026,0.342702380952385,0.216023809523808,0.302,0.324916666666665,0.237,0.13527380952381,1,0.0547023809523797,0.674,0.11369047619047,0.0701547619047602,0.0263928571428567,0.443369047619051,0.578,0.422,0.711476190476191,0.288523809523809,9542,0.932,0.035,0.011,0.013,0.009,1,1,0,0,0,-31.48,51.6,44.8,6.8,773920.65,850364.24,206188.45,423822.23,429.96,4801,66867,66867,0,50787,0,0
2010,"CA-16",0,67.82,24.29,105841,37913,156058,"H4CA16049","Zoe","Lofgren",1,"H0CA16104","Daniel","Sahagun",0,63.79,33.02,-30.77,0.501630952380939,0.0334523809523806,0.277583333333336,0.409428571428569,0.337,0.310047619047618,0.227,0.124666666666668,1,0.0496071428571412,0.675,0.139595238095232,0.117976190476188,0.0389880952380945,0.295047619047622,0.599,0.401,0.751857142857142,0.248142857142858,11695,0.922,0.031,0.018,0.023,0.005,1,1,1,0,0,-34.11,51.6,44.8,6.8,782099.68,790373.93,342979.42,365017.35,0,2500,0,0,0,0,0,0
2010,"CA-17",0,66.65,29.85,118734,53176,178139,"H4CA17021","Sam","Farr",1,"H8CA17089","Jeff","Taylor",0,64.56,30.91,-33.65,0.891333333333307,0.023,0.054,0.49836904761905,0.369726190476188,0.261190476190476,0.241690476190475,0.128166666666669,1,0.0692976190476182,0.64,0.123892857142852,0.145440476190471,0.0322738095238089,0.24434523809524,0.496,0.504,0.69,0.31,7408,0.702,0.1,0.051,0.087,0.059,1,1,1,1,0,-39.64,51.6,44.8,6.8,704176.78,718568.64,65445.14,292678.98,24.47,5332.13,183520.35,176754.18,12124.33,33816.1,0,0
2010,"CA-18",0,58.48,41.52,72853,51716,124569,"H2CA18056","Dennis","Cardoza",1,"H0CA18050","Michael Clare, Sr.","Berryhill",0,51.92,41.82,-10.1,0.627,0.058,0.094,0.516595238095242,0.373345238095238,0.27,0.221,0.130583333333336,1,0.0656547619047609,0.6,0.238154761904752,0.272261904761898,0.0994166666666647,0.104630952380954,0.509,0.491,0.754,0.246,5440,0.72,0.142,0.036,0.042,0.061,1,1,0,0,0,-13.11,51.6,44.8,6.8,1180308.37,1420229.82,47512.62,448465.05,2000,1800,930355.02,929661.61,50.87,158305.02,5000,0
2010,"CA-19",1,35.15,64.55,69912,128394,198902,"H0CA19132","Loraine","Goodwin",0,"H0CA19173","Jeff","Denham",0,31.45,62.42,30.97,0.759,0.038,0.0520595238095249,0.368726190476194,0.331488095238095,0.257,0.245,0.158857142857146,1,0.0875714285714269,0.606,0.159690476190473,0.141,0.053,0.195190476190478,0.593,0.407,0.72915476190476,0.27084523809524,4436,0.603,0.127,0.065,0.109892857142856,0.099,1,1,0,0,0,13.42,51.6,44.8,6.8,44517,46862,0,578,0,0,1256669.57,1210088.28,46581.29,725889.76,0,2600
2010,"CA-20",0,51.7,48.3,46247,43197,89444,"H4CA20082","Jim","Costa",1,"H0CA20098","Andy","Vidak",0,45.95,47.43,1.48,0.623,0.0645476190476182,0.053,0.688738095238097,0.416892857142856,0.28520238095238,0.196321428571429,0.101845238095239,1,0.0576071428571421,0.564,0.201892857142852,0.292,0.108,0.08,0.447,0.553,0.783,0.217,5790,0.719,0.086,0.053,0.078,0.065,1,1,0,0,0,-13.91,51.6,44.8,6.8,1845156.04,2126986.04,27402.4,842791.57,0,2775,900647.9,894969.44,5678.46,787701.91,5000,9450
2010,"CA-23",0,57.77,37.6,111768,72744,193463,"H8CA22089","Lois","Capps",1,"H0CA23118","Tom","Watson",0,58.27,35.35,-22.92,0.752,0.02,0.058,0.492785714285715,0.401892857142855,0.234,0.218,0.143250000000004,1,0.074630952380951,0.651,0.112309523809522,0.124130952380949,0.0340238095238088,0.261535714285719,0.494,0.506,0.653,0.347,9800,0.795,0.097,0.05,0.044,0.014,1,1,1,0,1,-27.39,51.6,44.8,6.8,955564.7,991078.62,321009.75,519493.26,0,150,611864.23,607298.83,4565.4,591102.85,1000,7550
2010,"CA-24",1,40.06,59.94,96279,144055,240334,"H0CA24116","Timothy J.","Allison",0,"H6CA21028","Elton","Gallegly",1,40.07,59.27,19.2,0.772,0.017,0.0595595238095243,0.283964285714288,0.274,0.285166666666663,0.272,0.16201190476191,1,0.096785714285712,0.673499999999998,0.115654761904759,0.0782023809523791,0.024,0.337738095238096,0.678,0.322,0.736416666666664,0.263583333333336,5125,0.662,0.155,0.063,0.078,0.041,1,1,0,0,0,4.27,51.6,44.8,6.8,183711.03,180025.88,6085.15,152182.79,0,0,783256.55,811193.84,750808.99,602855.8,0,0
2010,"CA-25",1,38.17,61.83,73028,118308,191336,"H8CA25058","Jackie","Conaway",0,"H2CA25036","Howard P. ""Buck""","McKeon",1,40.79,58.55,17.76,0.638,0.101,0.062,0.380190476190482,0.335916666666666,0.308071428571425,0.245,0.115142857142859,1,0.0845714285714276,0.615,0.158619047619045,0.135,0.051,0.203785714285716,0.649,0.351,0.775023809523809,0.224976190476191,4403,0.597,0.153,0.086,0.089,0.075,1,1,0,0,0,6.27,51.6,44.8,6.8,3890,4171.99,231,1590,0,0,1254631.31,1334101.08,292878.17,628901.77,0,250
2010,"CA-26",1,36.52,54.13,76093,112774,208347,"H6CA26183","Russ","Warner",0,"H8CA35032","David","Dreier",1,39.84,56.97,17.13,0.593,0.046,0.188857142857144,0.296428571428574,0.291,0.284166666666666,0.267,0.150178571428574,1,0.0703571428571417,0.643,0.11545238095238,0.066,0.022,0.364773809523813,0.681,0.319,0.746,0.254,1,0.847,0.112,0.019,0.018,0.005,1,1,1,0,0,3.22,51.6,44.8,6.8,315157.48,217192.1,100850.16,280057.7,0,0,1243191.47,1391075.52,754595.03,649384,0,14400
2010,"CA-27",0,65.15,34.85,102927,55056,157983,"H6CA24113","Brad","Sherman",1,"H0CA27101","Mark","Reed",0,62.51,36.84,-25.67,0.613,0.043,0.126,0.434,0.336357142857142,0.29040476190476,0.237,0.139130952380955,1,0.0486309523809516,0.669,0.126190476190473,0.111,0.03,0.283285714285718,0.556,0.444,0.685,0.315,11879,0.948,0.04,0.007,0.002,0.002,1,1,0,0,0,-27.39,51.6,44.8,6.8,1743592.33,818272.53,3018532.72,1103788.19,0,0,112836.83,107133.9,3469.93,107377.49,300,1820
2010,"CA-28",0,69.54,22.42,88385,28493,127107,"H2CA26026","Howard L.","Berman",1,"H0CA28091","Merlin","Froyd",0,69.18,27.63,-41.55,0.633,0.039,0.072,0.568,0.378309523809522,0.297071428571428,0.211892857142858,0.111702380952384,1,0.0356666666666658,0.697559523809522,0.160059523809519,0.201142857142852,0.044,0.267833333333336,0.445,0.555,0.643,0.357,16866,0.96,0.038,0.001,0.001,0,1,1,1,0,0,-47.8,51.6,44.8,6.8,1914073.09,1124914.9,1099413.45,1343555.42,121.93,12300,39635.54,39508.86,126.68,31571.54,13,0
